Temperatur, Messreihe #1
Zeit ( s )	Temperatur ( °C )
303,0000	32,0
303,2000	32,1
303,4000	32,1
303,6000	32,2
303,8000	32,3
304,0000	32,3
304,2000	32,4
304,4000	32,4
304,6000	32,5
304,8000	32,5
305,0000	32,6
305,2000	32,7
305,4000	32,7
305,6000	32,8
305,8000	32,8
306,0000	32,9
306,2000	32,9
306,4000	33,0
306,6000	33,1
306,8000	33,1
307,0000	33,2
307,2000	33,2
307,4000	33,3
307,6000	33,3
307,8000	33,4
308,0000	33,5
308,2000	33,5
308,4000	33,6
308,6000	33,6
308,8000	33,7
309,0000	33,7
309,2000	33,8
309,4000	33,9
309,6000	33,9
309,8000	34,0
310,0000	34,0
310,2000	34,1
310,4000	34,1
310,6000	34,2
310,8000	34,2
311,0000	34,3
311,2000	34,4
311,4000	34,4
311,6000	34,5
311,8000	34,5
312,0000	34,6
312,2000	34,6
312,4000	34,7
312,6000	34,7
312,8000	34,8
313,0000	34,9
313,2000	34,9
313,4000	35,0
313,6000	35,0
313,8000	35,1
314,0000	35,1
314,2000	35,2
314,4000	35,2
314,6000	35,3
314,8000	35,4
315,0000	35,4
315,2000	35,5
315,4000	35,5
315,6000	35,6
315,8000	35,6
316,0000	35,7
316,2000	35,7
316,4000	35,8
316,6000	35,8
316,8000	35,9
317,0000	36,0
317,2000	36,0
317,4000	36,1
317,6000	36,1
317,8000	36,2
318,0000	36,2
318,2000	36,3
318,4000	36,3
318,6000	36,4
318,8000	36,4
319,0000	36,5
319,2000	36,5
319,4000	36,6
319,6000	36,6
319,8000	36,7
320,0000	36,8
320,2000	36,8
320,4000	36,9
320,6000	36,9
320,8000	37,0
321,0000	37,0
321,2000	37,1
321,4000	37,1
321,6000	37,2
321,8000	37,2
322,0000	37,3
322,2000	37,3
322,4000	37,4
322,6000	37,4
322,8000	37,5
323,0000	37,5
323,2000	37,6
323,4000	37,6
323,6000	37,7
323,8000	37,7
324,0000	37,8
324,2000	37,9
324,4000	37,9
324,6000	38,0
324,8000	38,0
325,0000	38,1
325,2000	38,1
325,4000	38,2
325,6000	38,2
325,8000	38,3
326,0000	38,3
326,2000	38,4
326,4000	38,4
326,6000	38,5
326,8000	38,5
327,0000	38,6
327,2000	38,6
327,4000	38,7
327,6000	38,7
327,8000	38,8
328,0000	38,8
328,2000	38,9
328,4000	38,9
328,6000	39,0
328,8000	39,0
329,0000	39,1
329,2000	39,1
329,4000	39,2
329,6000	39,2
329,8000	39,3
330,0000	39,3
330,2000	39,4
330,4000	39,4
330,6000	39,5
330,8000	39,5
331,0000	39,6
331,2000	39,6
331,4000	39,7
331,6000	39,7
331,8000	39,8
332,0000	39,8
332,2000	39,9
332,4000	39,9
332,6000	40,0
332,8000	40,0
333,0000	40,1
333,2000	40,1
333,4000	40,2
333,6000	40,2
333,8000	40,3
334,0000	40,3
334,2000	40,4
334,4000	40,4
334,6000	40,5
334,8000	40,5
335,0000	40,6
335,2000	40,6
335,4000	40,7
335,6000	40,7
335,8000	40,8
336,0000	40,8
336,2000	40,9
336,4000	40,9
336,6000	41,0
336,8000	41,0
337,0000	41,0
337,2000	41,1
337,4000	41,1
337,6000	41,2
337,8000	41,2
338,0000	41,3
338,2000	41,3
338,4000	41,4
338,6000	41,4
338,8000	41,5
339,0000	41,5
339,2000	41,6
339,4000	41,6
339,6000	41,7
339,8000	41,7
340,0000	41,8
340,2000	41,8
340,4000	41,9
340,6000	41,9
340,8000	42,0
341,0000	42,0
341,2000	42,1
341,4000	42,1
341,6000	42,1
341,8000	42,2
342,0000	42,2
342,2000	42,3
342,4000	42,3
342,6000	42,4
342,8000	42,4
343,0000	42,5
343,2000	42,5
343,4000	42,6
343,6000	42,6
343,8000	42,6
344,0000	42,7
344,2000	42,7
344,4000	42,8
344,6000	42,8
344,8000	42,9
345,0000	42,9
345,2000	43,0
345,4000	43,0
345,6000	43,1
345,8000	43,1
346,0000	43,2
346,2000	43,2
346,4000	43,2
346,6000	43,3
346,8000	43,3
347,0000	43,4
347,2000	43,4
347,4000	43,5
347,6000	43,5
347,8000	43,6
348,0000	43,6
348,2000	43,7
348,4000	43,7
348,6000	43,7
348,8000	43,8
349,0000	43,8
349,2000	43,9
349,4000	43,9
349,6000	44,0
349,8000	44,0
350,0000	44,1
350,2000	44,1
350,4000	44,1
350,6000	44,2
350,8000	44,2
351,0000	44,3
351,2000	44,3
351,4000	44,4
351,6000	44,4
351,8000	44,4
352,0000	44,5
352,2000	44,5
352,4000	44,6
352,6000	44,6
352,8000	44,7
353,0000	44,7
353,2000	44,8
353,4000	44,8
353,6000	44,8
353,8000	44,9
354,0000	44,9
354,2000	45,0
354,4000	45,0
354,6000	45,1
354,8000	45,1
355,0000	45,1
355,2000	45,2
355,4000	45,2
355,6000	45,3
355,8000	45,3
356,0000	45,4
356,2000	45,4
356,4000	45,4
356,6000	45,5
356,8000	45,5
357,0000	45,6
357,2000	45,6
357,4000	45,7
357,6000	45,7
357,8000	45,7
358,0000	45,8
358,2000	45,8
358,4000	45,9
358,6000	45,9
358,8000	45,9
359,0000	46,0
359,2000	46,0
359,4000	46,1
359,6000	46,1
359,8000	46,2
360,0000	46,2
360,2000	46,2
360,4000	46,3
360,6000	46,3
360,8000	46,4
361,0000	46,4
361,2000	46,4
361,4000	46,5
361,6000	46,5
361,8000	46,6
362,0000	46,6
362,2000	46,6
362,4000	46,7
362,6000	46,7
362,8000	46,8
363,0000	46,8
363,2000	46,8
363,4000	46,9
363,6000	46,9
363,8000	47,0
364,0000	47,0
364,2000	47,1
364,4000	47,1
364,6000	47,1
364,8000	47,2
365,0000	47,2
365,2000	47,3
365,4000	47,3
365,6000	47,3
365,8000	47,4
366,0000	47,4
366,2000	47,5
366,4000	47,5
366,6000	47,5
366,8000	47,6
367,0000	47,6
367,2000	47,7
367,4000	47,7
367,6000	47,7
367,8000	47,8
368,0000	47,8
368,2000	47,9
368,4000	47,9
368,6000	47,9
368,8000	48,0
369,0000	48,0
369,2000	48,0
369,4000	48,1
369,6000	48,1
369,8000	48,2
370,0000	48,2
370,2000	48,2
370,4000	48,3
370,6000	48,3
370,8000	48,4
371,0000	48,4
371,2000	48,4
371,4000	48,5
371,6000	48,5
371,8000	48,5
372,0000	48,6
372,2000	48,6
372,4000	48,7
372,6000	48,7
372,8000	48,7
373,0000	48,8
373,2000	48,8
373,4000	48,8
373,6000	48,9
373,8000	48,9
374,0000	48,9
374,2000	49,0
374,4000	49,0
374,6000	49,0
374,8000	49,1
375,0000	49,1
375,2000	49,1
375,4000	49,1
